calle,comuna,numero_region
San Martín 553,Concepción,8.0
Av. Chacabuco 831,Concepción,8.0
Río Viejo 805,,
Isabel Riquelme 579,,
Caupolicán 946,Concepción,8.0
Arzobispo Larraín Gandarillas 119,,
Talcahuano,Talcahuano,8.0
Calle San José 128,,
Ruta el Conquistador Km 1,,
Beaucheff 241 Arenal,,
Jaime Repullo 874,Talcahuano,8.0
Cato 574 Cardenal Silva Hernandez,,
Argentina 950,,
Santa Margarita km 13 Sn Camino A Chaimavida,,
Avda Libertador Bernando O´higgins 340,,
German Riesco 3329,,13.0
Lautaro 1097,,
Los Castaños,,
Juan Macaya 11 San Vicente,,
8 Oriente 2274 Pobl Los Boldos,,
Agustinas 1022 530,,
C. Parral,,
Manuel Barros 3445 Las Salinas,,
Itata 808,,
Quilelto sin número,,
Aviacion 6981 Patricio Lynch,,
Rengo 1410,Concepción,8.0
Lincoyan 1159-B,,
Augusto Goecke 228,,10.0
Av. José Joaquín Pérez 4505,,13.0
Lago Llanquihue 334,,
Avenida Pajaritos 3067 Paradero 17,,
Los Cipreses 162,Penco,8.0
Av. Bernardo O'Higgins 194,,5.0
Conde de Maule,,
km 10 camino huape,,
Colo Colo 1167,,
Rancho RM Ruta 5 Sur km 521  San Carlos Puren,,13.0
2XH7+JG,,
Yungay,,
Barron Vieyra Sitio 10A Camino la montana,,
Boyen,,
LOS PALTOS  2769,,
arturo prat 1675,,
Quilmo Bajo,,
Pje. Vista Bella,,
Los Manzanos 30,,
Talcahuano,Talcahuano,8.0
Villa Verde Hijuela 81,,
Martínez de Rozas 640,Talcahuano,8.0
Lo Barnechea 1801,,
Cam. A Coihueco 2,,
Ñuble 345,,
Pinares 10,Chiguayante,8.0
Janequeo 175,,
Calle Dos 1995 Villa Simon Bolivar,,
PARCELA LOTE B 26 COLONIA B,,
Quinel Sur 2484,,
Isla Santa Maria 345 Libertad,,
C. Nueva 1 172,,
LOS CARRERA  1420 A,,
Villa doña violeta Chillán,,
Av. Apoquindo 3885,Las Condes,13.0
Fresia 217,Talcahuano,8.0
Enrique Soro 2152,San Pedro de la Paz,8.0
Cosmito,Concepción,8.0
Los Naranjos,Concepción,8.0
Av. El Bosque Nte. 0177,Las Condes,13.0
Flores Millan 1630,,
Merced 839,Santiago,13.0
Av. Cristóbal Colón 6742,Talcahuano,8.0
56,Coronel,8.0
Av Golfo de Arauco 3649,,
El tejar pasaje 3 poniente casa 11,,
San Ignacio de Loyola 4850,,13.0
San Pablo 6310 B Lo Prado,,
4090886 Concepción,Concepción,8.0
Avenida Gran Bretana 3074,,
Avda Los Notros 2470,,
El Cerco 181,San Pedro de la Paz,8.0
Edmundo Larenas 129,,
Alto Horno 190,Talcahuano,8.0
Av Ramuntcho 363 Coop Indugas,,
Población Santa Elvira - C. Republica 450,,
Caupolicán 49,,
Cobquecura los maquis bajo s/n,,
Felix Eicher 137,,
Dublin 2983,Hualpén,8.0
Caldera 7204,,
Pedro de Valdivia 10,,
Av. Las Industrias,,
Jaime Repullo 485,,
Griselda 565,Talcahuano,8.0
Los Peumos litral lote 15 s/n,,
Los Industriales 972 Parque Industrial,,
Av. Las Industrias 3265,,
Malleco River,,9.0
Av. Chacabuco 906,Concepción,8.0
Enrique Torres Cuevas 305 villa Padre Hurtado,,
Las Trancas 1793,Concepción,8.0
Bombero Núñez 181,,
Huerfanos 1147 Of 640 santiago,Santiago,13.0
Michimalongo 4809 Las Canchas,,
Poblacion zañartu simon Bolívar  1105,,
Almirante Latorre 1111 San Vicente,,
Avda del Pescador 59,,
20 DE AGOSTO 298,,
Av. Libertad 693,,
Los Jardines 924,,13.0
Av. Alameda Libertador Bernardo O'Higgins 1302,Santiago,13.0
Chacabuco,,
Avenida Nueva Providencia 1881 oficina 1201,Providencia,13.0
Av. Padre Alberto Hurtado 470,Concepción,8.0
Violeta Parra 168,,
C. Tres Nte. 260,San Pedro de la Paz,8.0
C. la Roda,Hualpén,8.0
Avda Julio Hemmelmann 711,,
Ruta 150,Penco,8.0
Huerto Bonito PC LT A1,,
Pob. Ciudades de chile Calle Puerto Montt  1521,,
Andres de Fuenzalida 22 704,,
Km 7 camino a yungay,,
Patria Vieja 204,Hualpén,8.0
Av. Laguna Redonda 2970,Concepción,8.0
Av. Curanilahue 20,Hualpén,8.0
Santa Marta lote 8 Ranquil,,
Diag. Las Termas 2070,,13.0
La Divisa 0340,,13.0
Estación Lanalhue,,8.0
Jaime Repullo 874,,
Alcázar 199,,
Rengo 175,Concepción,8.0
Cam. El Venado 580,San Pedro de la Paz,8.0
Rodrigo de Triana 170,,
Volcán Lascar Ote. 721,,
Villa dan Esteban calle horizonte 169 chillan viejo,,
Matta 100 Scctor Arenal,,
Los Avellanos 3416,Coronel,8.0
Enrique Soro 505,Concepción,8.0
Galvarino 1671 Barrio Norte,,
San Pedro de la Paz,San Pedro de la Paz,8.0
Calle 5 numero 1024 Carlos Gonzalez Maule,,
385 PASAJE 2,,
Gómez Carreño 3201,Talcahuano,8.0
Gómez Carreño 5645,,
Ruta 5 Sur km 410,,
brasil 515,,
Buin 898,,
Avenida Central LT 21-A,Coronel,
villa manuel calle san felipe 1709,,
Barros Arana 423,Talcahuano,8.0
Camino a Cerro Negro km 7,,
Camino Santa Laura Km 1 Lote B4 Rarinco Natre,,
Av. Las Industrias 4930,,
los alamos 2 2398,,
Unnamed Road,,
Francisco de Paula Perez sin Número,,
Almte. Latorre 152,Talcahuano,8.0
Pasaje nublen 485 11 de septiembre,,
Orellana 74,,
Av. Michimalonco 1133,Concepción,8.0
Psje 12 193 San Eugenio,,
Yungay,,
Camino Pinto Kilometro 7 SN,,
Mapocho 1432 1311,,
Chacabuco 358,,
Pje. Bustamante,,
C. 5 2666,,
Independencia 113 A,,
Gran Bretaña 3114,Concepción,8.0
Arica 720,,
Avda golfo de arauco 3668 Parque Industrial,,
Ensenada Taihuen 1359,Talcahuano,8.0
Sta. Elvira 402,Santiago,13.0
Tomás Thayer Ojeda 746,,
Arturo Prat 196,Concepción,8.0
Ruta 160 - Km 17.5,,
Pje. Siete,Hualpén,8.0
Manuel Montt 360,,
Vicuña Mackenna 1840,,9.0
Arenas Blancas 110 Sector Maule,,
Avda Forestal 948,,
Alonso de Ovalle,Concepción,8.0
Calle Golf Block 2776 dpto 23,,
Jaime Repullo 755,,
Arteaga Alemparte 8851,Concepción,8.0
OHiggins 770 local 33,,6.0
Fundo EL Retamo,,
san carlos,,
Las Golondrinas 444,,
Sta. Inés 1430,,
Badajoz 1996,,
Los Notros 2470,Concepción,8.0
Los Castanos 777,,
Los Hualles 405,,
Av. Vicuña Mackenna 322,Providencia,13.0
Cocharcas 25,,
Luis Aravena 1170 Villa San Esteban Chillan Viejo,,
Juan de La Cruz Tapia 189,Talcahuano,8.0
Avenida Presidente Frei 027,,
Latorre,Concepción,8.0
Rotonda Hualpen,,
Avenida Jorge Alessandri,Concepción,8.0
Los Perales,,
Meli 3336 L 16 MZ 10 Juan Valenzuela Coronel,Coronel,
Serrano 238,Concepción,8.0
Lemuy 4330,,
Los Mañíos 401-599,Penco,8.0
Parcela Buena Vista Lote 2A,,
Camino a Huepe KM5,,
Ñiquén,,
Pasaje 1 Casa 1665 Brisas Del Mar,,
Las Ilusiones 433 Michaihue,San Pedro de la Paz,8.0
Camino a San Antonio km 5.5 praderas del. Cardal,,
Los Maquis Km 3,,
Canas 315 11,,
vicuña makena 0172,,
PJ ISLA PUDUGUAPI 4282 ANDES DEL SUR,,
Calbuco 8122 Lan C,,
Parcela B 1 Calle Cancal Quillon,,
Avenida GTE Tellez SN Isla Quiriquina Base Naval,,
Griselda 539  poblacion santa leonor,,
Angol 1624,Concepción,8.0
San Carlos 176,Talcahuano,8.0
J REPULLO 2026 H FAMILIARES NULL,,
Briceno 1995,,
Las Amapolas 19 Los Condores,,
Maipu 681 el carmen,,13.0
El maiten sitio 22,,
Comuna de - Av. Sta. Maria 685,,
Manuel Gaete,,
Puente Ńuble,,
Autopista 6750,,
El Chagual 159 Villa San Martin,,
Tucapel 2219 Cerro Frutillares,,
Almirante Neff Norte 255 La Cisterna,,
Parcela 2 SN Sector Curali,,
Punta Carrizal 1321,Talcahuano,8.0
Valdivia 1291 Local 3,,
Isla Campana 87,Talcahuano,8.0
Oceano Pacifico 3588 Parque Industrial de Coronel,Coronel,
Pasaje 74 1277 San Pedro de La Costa,,
Pasaje 1 Casa Poblacion la Gloria,,
Huambalí 50,,
Las Lajuelas,,
Germán Riesco 2669,Talcahuano,13.0
Sinforiano Ossa 555,,
Coihueco,,
Anibal Pinto 1550,Concepción,8.0
Baldomero Lara 250,Talcahuano,8.0
Juan Antonio Ríos 600,,
Argentina 250,Talcahuano,8.0
Cam. Viejo a Huachipato 315,,
CAMINO NEVADOS DE CHILLAN 85,,
Schleyer 150 A,,
San Carlos 715,,
Jaime Repullo 1133,,
Bulnes 1131,,
Gricelda 745 Santa Leonor,,
Colón 964,,
Manuel Barros Borgoño,Talcahuano,8.0
Av. Los Leones 957,Providencia,13.0
Av. Paul Harris 1118,,
Los Carrera 511,,
Rio Pilmaiquen 5322 DenaviSur,,
Camino Nahueltoro km 3,,
Quillanco,,
Las Heras 84,Concepción,8.0
Manuel Zañartu 158,,
C. Dos 1795,Concepción,8.0
Río Viejo 1110,,
Barbosa 547 Chillan,,
Ohiggins 1186 1202,,6.0
San Pedro de la Paz,San Pedro de la Paz,8.0
Rinconada de Cato,,
Ruta 5 km 368,,
La Montaña 1393,,13.0
Chillán,,
Almendral 8823,,13.0
CAMILO MORI 988,,
Av. Golfo De Arauco 3655,Coronel,8.0
Taihuen 1203 nueva los lobos,,
Pemuco 9239,Hualpén,8.0
Autopista 8342,,
Av. Golfo De Arauco 3652,Coronel,8.0
Los Espinos 49,,
VARIANTE NAHUELTORO KM 22 5,,
Patria Vieja 204 Lan C,,
Calle acceso Cosmito 13 Lote 1,,
Schonta 297 Vegas de Perales,,
Bulnes 136 205,,
Parcela 5 Ninquihue  sn,,
ANGAMOS 0204,,
Argentina 155-205,Talcahuano,8.0
Av. Gral. Oscar Bonilla 2338,Concepción,8.0
Tucapel 1901,Concepción,8.0
Parque Lantano N 100,,
Los naranjos LTE 9,,
Avenida Reino de Chile 231-197,,
Cochrane 1261,,
Rengo 1519,Concepción,8.0
Quellun 1623,,
Coelemu,,
Los Castanos Hijuela 1 ruta 64200,,
Avenida Rio Viejo 367,,
Jaime Repullo 574,,
Quirihue,,
calle interior 4744 alto costanera hualpen,,
Poblacion Victoria 21,,
Los cardenales 517. PUEBLO seco,,
Herasmo escala 747,,
Enrique Soro 2152,,
Francia 140 Pob Gaete,,
Gran Bretana 4889,,
KM 4 Camino a Huape SN,,
Párroco Damián Acuña 1331,,13.0
General Cruz 257,,
Schuyler 120,,
Padre Evelin 3189 vega de perales,,
Comino parque lantaño número 3,,
Sta. Blanca 51,,
Calle larga 1031 santa clara,,
Manuel Montt 42 Santa Clara,,
Los Colihues,,
Alto Horno 593,Talcahuano,8.0
Madrid 3394,Hualpén,8.0
Janequeo 2331,Concepción,8.0
Colón 2896,,
Los Portones 1133 Valle Quilamapu,,
Autopista 6930,,
Vicuna Mackenna 860,,
Uno Sur 845,,
Juan Macaya 11,,
Villa Alegre 917,,
Talcahuano,Talcahuano,8.0
Trinitarias 160,,
4180040 Hualqui,,8.0
Camilo Henriquez 3011,,
Av. Ejército Libertador 353,Santiago,13.0
kilometro 1 camino quillon sector la piscina bulnes,,
Arteaga Alemparte 6115,Talcahuano,8.0
San Martín 272,,
Dr. Manuel Barros Borgoño 71,Providencia,13.0
Schuyler 530,Talcahuano,8.0
Eleuterio Ramirez 142,,
Av Federico Shwager 959,,
Camino Santa Barbara KM 10,,
Prof. Carlos Porter 8,Santiago,13.0
Juan Martínez de Rozas 781,Concepción,8.0
Pasaje 6 2603 La Floresta,,
Angol 528,Concepción,8.0
Felix Eicher 833,,
El Carmen,,13.0
Manuel Montt 253,Talcahuano,8.0
Villa la rosa km20 coihueco,,
Bellavista 1196,Concepción,8.0
Esperanza 507,,
Andalien 285,,
Parcela 5 Lote A 1 Cosmito SN,,
C. J,,
Cochrane 1140,Concepción,8.0
Calle Santiago 181 Santa Leonor,Santiago,13.0
Los Changos 542 Cerro la Gloria,,
calle liguria 115-B,,
Ejército 435,Concepción,8.0
Andrés Bello,,
Lo Errazuriz 4041,,13.0
Ambrosio OHiggins 1810 San Pedro de la Paz,San Pedro de la Paz,6.0
EL TOO SUR 420 SARITA GAJARDO,,
Barrio Universitario S/N,,
Vicente Palacios 2997,,
Calle Los Cipreces 162 Lirquen,,
Carretera panamericana norte Km 376,,
Panamá 615,,
Irlanda 3693 Armando Alarcon del canto,,13.0
Errázuriz 3115,Talcahuano,8.0
Pasaje 1 4564 San Marcos,,
Prueba,,
Balmaceda 486 Sector Arenal,,
Los industriales 964,,
Carr. Panamericana Sur 80,,
Cam. a Penco 4866,Concepción,8.0
El Solar 162,,
San Martín 553,Concepción,8.0
Martínez de Rozas 435,Talcahuano,8.0
Chorrillos 489,,
José Manuel Balmaceda Fernández 203,,
San Nicolás,,8.0
Parcela 9 Laurel de Oro Lote 23,,
Lientur 627,Concepción,8.0
Psje. 4 casa 623 Chiguayante Sur,Chiguayante,
Rio Pilmaiquen 5341,,
Sta. Sabina 1493,Concepción,8.0
Bremen 1261 Crispulo Gandara,,
4130247 San Pedro de la Paz,San Pedro de la Paz,8.0
Almte. Latorre 1590,,
Errázuriz 436,,6.0
Mata 1030 Sn Carlos,,
El Carmen,,13.0
Maule CL,,
Benavente 254,Talcahuano,8.0
Av El Abra km 2,,
Kent 146 Cerro Verde Alto,,
Jaime Repullo 2047,,
Obispo Hipólito Salas 1541,Concepción,8.0
Lago Llanquihue 334 V San Eugenio,,
Jaime Repullo 1284,,
Rengo 68,,
Camilo Henríquez 2345,Concepción,8.0
Playa El Galgo 1252,Talcahuano,8.0
Los Geranios,,
Jaime Repullo 828,,
Rio Mataquito 168 Denavisur,,
Luis Uribe 3659,,
Los Pinos,,
Tucapel 1531,Concepción,8.0
Padre Alonso de Ovalle 302,Concepción,8.0
Paso ancho sector norte SN,,
Bremen 1261 Crispulo Gandara,,
Puerto Varas 386,,
Arica 2470,,
Parcela Santa Ana Lote 5 Ninquihue,,
Cardenio Avello 36,,
Ignacio Serrano 994,Tome,8.0
Esmeralda 1024,,
Diego Portales 872,Concepción,8.0
Chacabuco 470,Talcahuano,8.0
Independencia 113,,
Concepción,Concepción,8.0
José Mercedes Chandía 140,Talcahuano,8.0
Jose Miguel Carrera 706,,
Jaime Repullo 168,Talcahuano,8.0
LTC PC B Ohiggins LT3 SN Ruta 5 Sur Km 410,,6.0
Arteaga Alemparte 245,Talcahuano,8.0
Gobernador Juan Enriquez 1123 Lomas,,
Las Heras 26,,
Vallenar 349,Talcahuano,8.0
Tucapel 2234,Concepción,8.0
Serrano 653,,
Camino viejo km2 Casablanca,,5.0
Victoria 9,Penco,8.0
El Retamo 4417,Talcahuano,8.0
Avda Coliumo 2084 Coliumo,,
La Vega 570,Talcahuano,8.0
Ignacio Verdugo 177,Concepción,8.0
Barros aranas 1068 of. 1802,,
Fundo Miramar s/n Km5 Ruta P-22 Arauco,,
Arlegui 547,,5.0
Maipú 941,Maipú,8.0
Longitudinal Sur KM 500,,
sector liucura alto s n,,
Avenida Ernesto Pinto Lagarrigue N°805,San Pedro de la Paz,8.0
Calle D Sitio 22 Parque Industrial,,
Bellavista 1427,Concepción,8.0
Las Rosas 135,Talcahuano,8.0
N 561 Vinas Nuble 238,,
Talcahuano,Talcahuano,8.0
Brasil 117,Talcahuano,8.0
benavente 511 oficina 204,,
Huambalí 138,,
Edelmira 255 Poblacion Gaete,,
Av. Pedro de Valdivia 880,Concepción,8.0
Anibal Pinto 1827,Concepción,8.0
Parcela 11 Valle Cruz del Sur,,
Avda gran Bretana 4733,,
Bilbao 798,,
Villa los aromos segundo Martínez 1162,,
Av Michaihue 808,San Pedro de la Paz,8.0
Av Ohiggins Pan Norte 591,,6.0
Baquedano 113,Concepción,8.0
Higueras,,
Carlos Palacios 301,,
Bartolo Meza Nunez 4107,,
Tres Esquinas,,
Maipú 311,Maipú,13.0
Av. Pedro Aguirre Cerda 509,,
Venecia 300,,
Unnamed Road,,
Los Inmingrantes,Concepción,8.0
7W74+5C,,
Pichidegua 590 Monte Redondo,,
Sepúlveda Bustos 11,,
Cap Raimundo Morris 1039,Chiguayante,8.0
Cruz 599,,
avenida michaihue 471 san pedro de la paz,San Pedro de la Paz,
Los Carreras 200,,
Ohiggins 1873,,6.0
Pje. San Lucas 115,,
Variante Cato KM 2,,
Argentina,,
Las Lilas 6771,San Pedro de la Paz,
Ruta N-55 Km 80,,
Avenida Gran Bretana 1200,,
Huanquinirre 1325 Nueva Los Lobos,,
Manuel Rodriguez 734,,
Beaucheff 178,,
Punta Carampange lt 1 cst 7 y 8,,
Coihueco,,
Angol 313,,
Arteaga Alemparte 8851,,
Arturo Prat 278,,8.0
Calle Interior Sitio 17 Poblacion Santa Luisa,,
Candelaria,,
Diag. Pedro Aguirre Cerda 1454,Concepción,8.0
SECTOR EL TORREON  PARCE 24,,
Otra 539 chillan,,
Blanco Encalada 701,Talcahuano,8.0
Pinto Km 30 el Rosal s/n,,
